larc_id,task_name,see_description,grid_description,do_description,succeeded_verification,nb_successful_builds
199,8403a5d5.json,"In the input, you should see one color grid with a black background.",The output grid size is the same as the input grid size.,"To make the output, you have to First, copy the input grid. Then starting from the colored grid, create a vertical line from the bottom to the top. Next, leave one column to the right of the colored line black, then create another colored vertical line beside it, and then leave another column to its right black color. You will repeat this process until the end of the right side. After finish creating the colored line, find the first black column next to the first colored line and color the topmost grid gray. Then find the second black column and color its bottom most grid gray. You will repeat this process alternately until the black columns have gray grids either at the top or the bottom. Your final result should have a pattern such as: colored line - black column with top gray grid - colored line - black column with bottom gray grid - colored line - black column with top gray grid, and this pattern continue to the end of the right side of the black background.",True,0
199,8403a5d5.json,"In the input, you should see a color grid.",The output grid size same as input grid size. copy and paste same input grid.,"To make the output, you have to fill the grid color of input for one vertical line and leave the next vertical line black and fill the next vertical line with input color and repeat this starting the input grid color from left to right.gray single grid color is give to top only one grid from left first color and then bottom and top .",True,0
199,8403a5d5.json,"In the input, you should see a color grid.",The output grid size same as input grid size. copy and paste the same input grid.,"To make the output, you have to fill the grid color of input for one vertical line and leave the next vertical line black and fill the next vertical line with input color and repeat this starting the input grid color from left to right.",True,0
224,93b581b8.json,"In the input, you should see a 6x6 grid with a 2x2 colored square, where each corner of the square is a different color.",The output grid size is the same as the input grid size.,"To make the output, you have to copy the input grid. Then, you will add 4 2x2 blocks to the grid, each touching the corner of the 2x2 colored square in the input. The color of each 2x2 block should be the same color as the opposite corner of the 2x2 colored square. If the 2x2 colored square is not in the center of the input, some of the 2x2 blocks you are adding may be off the page.",True,1
224,93b581b8.json,"In the input, you should see a 2x2 square of four different colors",The output grid size is the same as the input,"To make the output, you have to add a 2x2 square of a single color in each corner that is the color of the far square of the input.",True,0
224,93b581b8.json,"In the input, you should see four input",The output grid size different,"To make the output, you have to single color",True,0
224,93b581b8.json,"In the input, you should see fill the empty place",The output grid size fix the color in opposite place,"To make the output, you have to fill the box in to same color",True,0
361,e48d4e1a.json,"In the input, you should see the number of grey grid and the meeting point of the colored grid.",The output grid size same as the input grid. copy the input grid without the grey grid.,"To make the output, you have to count the grey grid and place the meeting point of the colored grid-down through with the same count.",True,0
361,e48d4e1a.json,"In the input, you should see green",The output grid size .straight,"To make the output, you have to .different color",False,0
361,e48d4e1a.json,"In the input, you should see a row of blocks filling the grid vertically and horizontally. You will also see a set of gray blocks.",The output grid size will remain the same size as the input grid.,"To make the output, you have to count how many gray blocks there are. Move the row of horizontally blocks down however many spaces there are to match the number of gray blocks.",False,0
361,e48d4e1a.json,"In the input, you should see two intersecting lines and a number of grey boxes",The output grid size stays the same,"To make the output, you have to move the horizontal line down the same number of lines as there are grey boxes, then fill in the boxes with black",False,0
361,e48d4e1a.json,"In the input, you should see  colored horizontal and vertical lines on a black background. And grey grid at the top right corner, which indicate how many grid you need to move your horizontal and vertical lines.",The output grid size is the same as the input grid,"To make the output, you have to First, copy the input grid but make the background all black, with no grey grid. Then, count the grey grid at the top right corner in the input grid. Next, move the horizontal line down according to the number of the grey grid and move the vertical line according to the number of the grey grid and draw it on the output grid (for example, if the grey grid is 1, then move the lines down or to the left by 1 grid)",True,1
55,27a28665.json,"In the input, you should see A 3x3 pattern with a certain color or simply grey",The output grid size Remains the same size as the input grid,"To make the output, you have to The output will be replaced entirely with a specific solid color. The color that you is choose is a result of the pattern that you are given.If you get an inverted cross pattern, fill the entire output red.If you get a 2x2 square in the upper right with one square in the bottom left, fill the entire output green.If you get a cross pattern, fill the entire output magenta.If you get an inverted cross pattern with a square filled in the upper left, fill the entire output dark blue.",False,0
55,27a28665.json,"In the input, you should see a 3x3 grid with four boxes in black and five boxes in a different color",The output grid size does not change but the grid is not segmented into small boxes.,"To make the output, you have to consider the pattern of the colored boxes. where the colored boxes form a cross, the output color should be pink.where there are three colored boxes at the top left corner the output color should be blue. Where there are four colored boxes at the top right the output color should be green. Where the colored boxes are at the middle of each of the first and third column and in the middle column the colored boxes are at the top and bottom, the output color should be red.",True,0
55,27a28665.json,"In the input, you should see a 3x3 grid, with colored squares, fill in the grid so that four of the squares are black.",The output grid size stays the same,"To make the output, you have to make sure that 4 of the squares are black.",False,0
55,27a28665.json,"In the input, you should see a 3 by 3 grid filled with different colored squares.",The output grid size will change to a 1 by 1 square.,"To make the output, you have to see which design you have. if you have two black lines that are 2 squares long, one coming down from the top left, and one going left from the bottom right, your output will be a green square.If you have a grey cross that is filled in, your output is a magenta square. If you have a black cross, with the middle square filled in with a different color, your output will be an orangey red. If you have a cross of a different color, with the middle square black, and the upper left square filled in with the color as well, then your output will be a blue square.",True,1
273,b0c4d837.json,"In the input, you should see you see a U shape of grey block with filled with light blue in 2 or 4 block.",The output grid size change the size into 3x3,"To make the output, you have to just put light blue color on first 3 row when middle of light blue block count 2 or 15. if 12 light blue color out put 2 light blue. if 9 blocks are blue then put 4 light blue. if only four light blue color in the middle of grey block then just put 1 light blue color in first block",True,0
273,b0c4d837.json,"In the input, you should see A gray shape like the letter u, with blue in the center.",The output grid size zooms in to a 3x3 grid.,"To make the output, you have to select the blue area and zoom in.",False,0
273,b0c4d837.json,"In the input, you should see blue colored blocks are filled in grey colored pattern.",The output grid size will be 3x3,"To make the output, you have to put blue blocks if empty blocks that are in the grey pattern are added in vertical and that number should be be added blocks in a horizontal shape in a output",True,1
273,b0c4d837.json,"In the input, you should see A pattern that is identifiable as a glass filled with water",The output grid size The grid size changes to a 3x3 grid,"To make the output, you have to If the amount of water takes up a space of 3x5 OR takes up a space of 1x2, fill the entire top row with light blue. If the amount of water takes up a space of 2x3 OR takes up a space of 4x3, fill the two leftmost squares in the top row with light blue. If the amount of water takes up a space of 3x3, fill the entire top row with light blue AND the rightmost square in the middle row. If the amount of water takes up a space of 2x2, fill the leftmost square at the top row light blue.",False,0
273,b0c4d837.json,"In the input, you should see a bucket holding some level of water",The output grid size is a 3x3 grid,"To make the output, you have to Start at the upper left and add a light blue pixel for every empty row of the bucket. Fill in the top row first and then begin the second row beginning at the right.",True,0
336,d511f180.json,"In the input, you should see multiple colors in use the cover in the input","The output grid size In the input, you should see...multiple colors in use the cover in the input","To make the output, you have to In the input, you should see...multiple colors in use the cover in the input",False,0
336,d511f180.json,"In the input, you should see any and all colors",The output grid size keep same,"To make the output, you have to change all gray squares to light blue and all light blue squares to gray. Everything else keep the same as input.",True,1
336,d511f180.json,"In the input, you should see change all grey to light blue","The output grid size In the input, you should see...change all grey to light blue","To make the output, you have to In the input, you should see...change all grey to light blue",True,0
336,d511f180.json,"In the input, you should see any and all colors",The output grid size same as input grid,"To make the output, you have to change all the gray squares to light blue and all the light blue squares to gray. Everything else keep same as input.",True,1
265,a9f96cdd.json,"In the input, you should see a single red colored pixel in one of the column",The output grid size copy and paste the input grid size,"To make the output, you have to make the pixels touching the colored pixel at its corners colored in green for the top left corner pixel, pink for the pixel touching its top right corner, light blue for the pixel touching its bottom left corner and orange for the pixel touching its bottom right corner. the colored pixel in the input should be colored black",True,0
265,a9f96cdd.json,"In the input, you should see one red cell",The output grid size is the same,"To make the output, you have to left up diagonal green. right up diagonal pink. left down diagonal blue. Right down diagonal orange",False,0
265,a9f96cdd.json,"In the input, you should see red square good",The output grid size not change grid,"To make the output, you have to bottom right red square",True,1
265,a9f96cdd.json,"In the input, you should see a red block on an entire black background","The output grid size should have 1, 2, or 4 boxes that are green, pink, light blue or orange. The grid stays the same size between.","To make the output, you have to depending on which you have, everything else is black but these colors.-Column 1 has a green on 1 and light blue on 3. Column 2 is all black. Column 2 has pink on 1 and orange on 3.-A single green in the middle of column 4.-Column 3 has a green on 1 and light blue on 3. Column 2 is all black. Column 3 has pink on 1 and orange on 3.-Two spots (light blue and orange) in the middle of column 2 and 5.",False,0
265,a9f96cdd.json,"In the input, you should see a red square on a black background",The output grid size does not change,"To make the output, you have to on the grid where the red square is, place a green square to the top left of it, a pink square to the top right of it, a light blue square to the bottom left of it, an orange square to the bottom right of it, and leave out the red square",True,0
320,cf98881b.json,"In the input, you should see a left section with yellow squares.",The output grid size is like the left section with the yellow squares.,"To make the output, you have to over lay the dark red and blue areas and fill in the black squares where possible.",True,1
320,cf98881b.json,"In the input, you should see a three-section grid with, from left to right, a yellow design then a dark red design and finally a blue design.",The output grid size is down to 4x4.,"To make the output, you have to copy the blue design first, then overlay the dark red design over that, finally overlay the yellow design over that as well. The yellow design will be most visible.",True,0
320,cf98881b.json,"In the input, you should see 56 square,color are miss",The output grid size smaller to large size,"To make the output, you have to change the box",False,0
14,0ca9ddb6.json,"In the input, you should see grid with single pixel colored squares",The output grid size same as input,"To make the output, you have to copy image exactly. Where there's a red square, put yellow squares at it's corners (4 total). Where there's a dark blue square, put orange squares directly above and below it (4 total). Do nothing with light blue or magenta squares",True,3
14,0ca9ddb6.json,"In the input, you should see a grid with different colored squares.",The output grid size stays the same.,"To make the output, you have to add one yellow square diagonally at each corner of the red square. Add one orange square to the top and bottom of the blue square, and one orange square to the left and right of the blue square. Leave the magenta and light blue squares as they are; do not add anything to them if they are present.",True,1
232,97a05b5b.json,"In the input, you should see a black background with a block of color that is missing shapes. Those missing shapes are also on the black background, like puzzle pieces.",The output grid size the size of the large colored block with the missing pieces.,"To make the output, you have to copy the large colored block with the missing pieces. Then copy the puzzle pieces and paste them where they fit in the large colored block to fill in the missing pieces to maintain the shape of the original colored block and its missing pieces.",True,0
232,97a05b5b.json,"In the input, you should see a pattern with ""missing"" shapes placed around it.",The output grid size is the size of the pattern with missing shapes.,"To make the output, you have to reinsert the missing shapes, bring the surrounding color as well.",True,0
232,97a05b5b.json,"In the input, you should see In the input, you should see a pattern with missing shapes placed around it.",The output grid size use writer missing shapes bring the surrounding color as well.,"To make the output, you have to people create the output mirroring in the task.",False,0
232,97a05b5b.json,"In the input, you should see a large grid with a red grid with black blocks missing. As well as small grid blocks with red blocks that fit the black blocks in the large grid.",The output grid size changes to the size of the large red grid.,"To make the output, you have to fit the red blocks in the small grid blocks where they go on the large red grid with the colored blocks as well.",True,1
232,97a05b5b.json,"In the input, you should see a big square with missing shape and a small square.",The output grid size is the same as the big square with the missing pattern.,"To make the output, you have to fill the missing pattern with the small square along with the blue pattern.",True,0
398,ff28f65a.json,"In the input, you should see some thing",The output grid size different size,"To make the output, you have to all should be change",True,0
398,ff28f65a.json,"In the input, you should see a series of 2x2 red squares.",The output grid size is 5x5 (all black).,"To make the output, you have to Make a 5x5 black output grid. Then count how many 2x2 red squares there are in the input. That is how many squares you will fill in the output with dark blue (not light blue). You will fill in the blue squares every other square, starting in the top left (example: If there are 2 2x2 red squares in the input, you would fill in the top left and top right of your 3x3 output with dark blue. If there are 3 2x2 red squares in your input, you would fill in the top left, top right, and middle middle squares with dark blue. So, always alternate, even when you move to a lower row of your output - there should never be two blues in a row or a blue directly underneath of another one. Whatever squares you don't fill in with dark blue should stay black",True,0
398,ff28f65a.json,"In the input, you should see move the red box",The output grid size change the grid size,"To make the output, you have to change the color",True,1
398,ff28f65a.json,"In the input, you should see a black grid with blocks of red squares in a 2x2 group",The output grid size changes to the same 3x3 grid. for every pair,"To make the output, you have to total the number of red 2x2 group (up to 5 total) and then on output, add a single blue square in the top left corner if one red 2x2 group, add two blue squares in top left and top right corners if two red 2x2 group, add three blue squares in top left, top right and center if three red 2x2 group, add four blue squares in top left, top right, center and bottom left if four red 2x2 squares and add five blue squares in top left, top right, center, bottom left, and bottom right if five red 2x2 squares.",True,0
377,ec883f72.json,"In the input, you should see a square within a square, with the center square a different color.",The output grid size is the same size as the input grid.,"To make the output, you have to extend a diagonal line from each visible corner of the outer square. This diagonal line should match the color of the inner square.",True,1
377,ec883f72.json,"In the input, you should see a square with a different colored center",The output grid size is the same as the input grid size.,"To make the output, you have to add diagonal lines extending from each corner of the outer squares to the edge of the output grid.",True,0
377,ec883f72.json,"In the input, you should see A smaller square with a border box of a different color",The output grid size Copy the input grid size to the output,"To make the output, you have to Extend squares of the color of the smaller square from the corners of the border box on a diagonal until you touch the edge of the grid.",True,1
377,ec883f72.json,"In the input, you should see a square within another square that is a different color.",The output grid size is the same as the input grid size.,"To make the output, you have to Add diagonal lines from the corner of the larger box to the end of the grid, using the color of the inner box.",True,1
377,ec883f72.json,"In the input, you should see a partially filled in rectangle surrounded by a single pixel border",The output grid size the same size as the original size,"To make the output, you have to replicate the input image and add diagonal lines moving from each corner of the border to the edge of the output image. Diagonal line should be the same color as the inner rectangle",True,1
43,228f6490.json,"In the input, you should see same grid",The output grid size 10x10,"To make the output, you have to fill in the shapes within the gray area with the color shapes that represent the space.",True,2
43,228f6490.json,"In the input, you should see Grey squares with a hole in them, colored boxes that will fit, and some that will not.",The output grid size it remains the same.,"To make the output, you have to Take a colored shape to fill in the hole for each square. It will only take one shape per square.",True,0
42,2281f1f4.json,"In the input, you should see to fo;;ow the instructions",The output grid size by changing the numbers,"To make the output, you have to read the instruction and play properly",True,0
42,2281f1f4.json,"In the input, you should see grey squares along the side of the grid",The output grid size should remain the same,"To make the output, you have to add red dots where the imaginary lines of the gray squares intersect",True,0
42,2281f1f4.json,"In the input, you should see a series of gray boxes along the top and right side.",The output grid size is 10x10,"To make the output, you have to color a box red if it is intersecting both gray boxes both horizontal and vertical.",True,0
42,2281f1f4.json,"In the input, you should see grey square along the side of grid, and second grid block will move clock wise direction",The output grid size should remain same but the second grid orange color block will reduce it moves inside of,"To make the output, you have to color a box red if it is intersecting both gray boxes horizontal and vertical",False,0
42,2281f1f4.json,"In the input, you should see grey squares on a black background",The output grid size same as input,"To make the output, you have to use the grey squares as reference to make red squares. The grey squares on the top are X, the grey squares on the right side are Y. Imagine a line that will intersect from X and Y squares. At that spot paint a black square red.",True,0
233,98cf29f8.json,"In the input, you should see a two color pattern on a black background",The output grid size is the same size as input,"To make the output, you have to remove the colored squares that create a floor to the other pattern. you bring the patterns together by moving the pattern that is the same color as the line you remove",True,2
233,98cf29f8.json,"In the input, you should see two colors on a black background with one vertical or horizontal single line.",The output grid size remains the same.,"To make the output, you have to remove the single line and move the shape that is the same color as the line square up against the other shape.",True,1
399,ff805c23.json,"In the input, you should see a pattern with a blue square on top of it",The output grid size becomes the size of the blue square,"To make the output, you have to fill in the blue square with the missing piece of the pattern from the input grid, using the correct colors from the original",True,1
399,ff805c23.json,"In the input, you should see s a blue square on the top of the right.",The output grid size your grid size should be the same as the blue square.,"To make the output, you have to fill the blue square with the same pattern with the input grid (that is.. the original pattern that need be there in the input)",True,1
399,ff805c23.json,"In the input, you should see a pattern with a blue square in it",The output grid size is the same size as the blue square,"To make the output, you have to fill the blue square with the missing piece of the pattern from the input grid, using the same colors.",True,0
399,ff805c23.json,"In the input, you should see a pattern with patterns in the four corners and a 5x5 square of another color in another place.",The output grid size will be the same size as the square in the input grid.,"To make the output, you have to replicate the pattern that the square shape is on top of in the input grid using the same color that the box is on top of in the input grid as well.",True,0
399,ff805c23.json,"In the input, you should see a 24x24 grid. The grid should show each corner with a green section of blocks and a 5x5 blue block.",The output grid size should become the same size as the blue block.,"To make the output, you have to fill in the pattern of the input design. The blue block is overlapping the original pattern and that missing pattern should appear in the output.",True,0
376,eb5a1d5d.json,"In the input, you should see grid with 2 or more colors","The output grid size if 2 color 3x3, if 3 color 5x5, if 4 color 7x7","To make the output, you have to put center box color in 1x1, outside box color in 3x3, then 5x5, then 7x7 and so on",True,0
376,eb5a1d5d.json,"In the input, you should see one color inside another. you might have a third or 4th color .","The output grid size if 2 color 3x3, if 3 color 5x5 if 4 color 7x7","To make the output, you have to the color all the way inside is 1x1 in the center. the next color is 3x3 in the center (other than the 1x1 from before). If you have a third color, the center 5x5 is that and finally the 4th color is the far 7x7 edge.",True,0
376,eb5a1d5d.json,"In the input, you should see 2, 3, and 4 color patterns","The output grid size 4 colors is 7x7 squares; 2 colors is 3x3 squares, 3 colors is 5x5 squares","To make the output, you have to Identify the color using the least number of squares as your central color in the output. Follow with second color, then third and final colors.",False,0
376,eb5a1d5d.json,"In the input, you should see a large grid with two or more colors","The output grid size is 2 times the number of colors - 1 (for example if there are 2 colors, the size is 3x3 (2 times 2 = 4 - 1 = 3)","To make the output, you have to color the outside border the same color as the outside border of the input grid. Continue to color the output grid using the next color until it is filled",True,2
15,0d3d703e.json,"In the input, you should see a 3 by 3 grid with three different colored column.",The output grid size is also 3 by 3.,"To make the output, you have to change the column color to a specific other color. If the original color is dark red, change it to pink. If it is green, change it to yellow. If dark blue, change to grey. If light blue, change to dark red. The opposite is also true (for example if it is light blue, change to dark red).",True,2
15,0d3d703e.json,"In the input, you should see 3 vertical columns of the same color",The output grid size the grid size is the same,"To make the output, you have to replace the vertical column colors with different colors",False,0
15,0d3d703e.json,"In the input, you should see a 3 by 3 grid with three different colored with some color need to change",The output grid size should be same size as input grid size,"To make the output, you have to change the color of the grid column into specific color. grey to dark blue, light blue to dark red, magenta to light red, green to yellow and vice versa",True,1
264,a8d7556c.json,"In the input, you should see a pattern of black shapes",The output grid size the same as input,"To make the output, you have to find where squares bigger than 1 by 1 can be form. Fill those with red.",True,0
264,a8d7556c.json,"In the input, you should see a pattern of black and grey colored boxes",The output grid size is the same as the input,"To make the output, you have to Make the boxes that have the same color of black shapes that are bigger than 1x1 red",True,1
321,d037b0a7.json,"In the input, you should see a pattern with different colored squares",The output grid size is the same,"To make the output, you have to wherever you see a color other than black make squares below that color the same color down to the border",True,4
321,d037b0a7.json,"In the input, you should see a 3x3 grid",The output grid size the same as the input grid,"To make the output, you have to fill in the black under any color with the same color",True,0
272,af902bf9.json,"In the input, you should see .4 yellow in a square form",The output grid size does not change,"To make the output, you have to put red in the middle of the yellow square structure, but not actually next to any of the yellow squares",True,2
272,af902bf9.json,"In the input, you should see replace order",The output grid size change the grid size,"To make the output, you have to follow the insturction",True,0
337,d5d6de2d.json,"In the input, you should see an area of red blocks with an area of black blocks",The output grid size stays the same,"To make the output, you have to fill the black boxes with green",True,0
337,d5d6de2d.json,"In the input, you should see a number of boxes with holes in them",The output grid size is the same as the input,"To make the output, you have to fill in the holes of the boxes with green, then black out the outlines of the boxes",True,1
54,272f95fa.json,"In the input, you should see a 19x19 grid",The output grid size remains the same,"To make the output, you have to fill in the left square with yellow. The middle rectangle with pink. The right rectangle in the middle, with green. The bottom center rectangle with blue and the top center rectangle with red.",True,0
54,272f95fa.json,"In the input, you should see input grid good",The output grid size changed correct,"To make the output, you have to output grid successfully solved",True,0
54,272f95fa.json,"In the input, you should see four lines - two horizontal, two vertical - in a single color on a black background.",The output grid size same as input,"To make the output, you have to copy the input. Fill the top row middle shape (between the lines) in red. For the second (center) row, fill the first shape with yellow, the middle with pink, and the last (right) in green. Then fill the middle shape of the bottom row with blue. The four corner shapes will still be black.",True,1
54,272f95fa.json,"In the input, you should see a large black grid with two columns and two rows filled with light blue.",The output grid size will be the same size as the input grid.,"To make the output, you have to copy the entire grid. Fill in all areas within the light blue except for the four corner sections. The upper middle section must be red. The middle center section must be pink. The right middle section must be green. The left middle section must be yellow.",True,0
54,272f95fa.json,"In the input, you should see different patterns",The output grid size to use copy paste,"To make the output, you have to fill with colours",False,0
225,941d9a10.json,"In the input, you should see background area",The output grid size upper black,"To make the output, you have to successfully solved",True,0
225,941d9a10.json,"In the input, you should see the background area split by gray objects.",The output grid size should be the same as the input,"To make the output, you have to fill the left-upper black area with blue; the middle with red; and the green in the right-down.",True,0
225,941d9a10.json,"In the input, you should see a gray grid breaking up the input into many sections.",The output grid size is the same as the input grid.,"To make the output, you have to copy the input. Then, use blue flood fill to fill in the upper-left-most section. Then, use green and flood fill to fill in the bottom-right-most section. Then, use red and flood fill to fill in the center-most section.",True,1
225,941d9a10.json,"In the input, you should see Grey lines",The output grid size remains the same as the input grid size.,"To make the output, you have to Copy the input grid to the output grid. To complete the grid a horizontal filled in line must be created in the black spots. This diagonal line goes from top left to bottom right. In some cases the diagonal line will not be perfect, just use best judgement to get as close to one as possible. The FIRST PART in the top left is dark blue, the SECOND PART in the middle is red, the THIRD PART in the bottom right is green.",True,0
360,e40b9e2f.json,"In the input, you should see an arrangement of colored squares in a pattern",The output grid size same as input,"To make the output, you have to Without removing anything, rotate the image clockwise 90° using the middle-most point (either grid line or square) as the axis. Fill in the squares to correspond to the new location of the pattern. Repeat until you have completed an entire rotation.",True,0
360,e40b9e2f.json,"In the input, you should see many grid",The output grid size set the changes,"To make the output, you have to just guess",False,0
360,e40b9e2f.json,"In the input, you should see a colored shape with another color on the outside.",The output grid size is the same size,"To make the output, you have to copy the outside color to the opposite corners of each side of the inside shape to make a square pattern. Then for the inside shape you have to visualize the pattern clockwise 90 degree, 180 degree, 270 degree, and fill in the grid with all of these overlay on top of each other.",True,1
360,e40b9e2f.json,"In the input, you should see a colored block with a couple colored squares extending outside it",The output grid size is the same,"To make the output, you have to extending out the colored blocks one as the two starting those have but from the center block.",True,0
360,e40b9e2f.json,"In the input, you should see a shape that is one or two colors with a single square colored a different color at one of the horizontal corners outside the shape.",The output grid size will remain the same as the input grid.,"To make the output, you have to fill single squares of the same color as the single color that is at the outside corner so it will make a big square. If necessary, make the entire inside shape exactly the same on all four side.",False,0
360,e40b9e2f.json,"In the input, you should see one large shape on a field of black. On one corner of the large shape is a single block of a different color.",The output grid size is the same as the input grid.,"To make the output, you have to imagine the single colored block on the corner of the large shape is a handle you can use to turn the large shape 90 degrees. Imagine you turn the block 90 degrees, then fill in the squares to look like the what the block would look like if turned. Do this again, and again, so you have - in your mind - turned the block 360 degrees.The new pattern should be symmetrical.",True,0
360,e40b9e2f.json,"In the input, you should see same color",The output grid size same color,"To make the output, you have to same size",False,0
360,e40b9e2f.json,"In the input, you should see a 3x3 light blue square with dark red single input at the four corners of the blue area.",The output grid size is change with dark red squares set at all four corners instead of just one corner.,"To make the output, you have to add dark red squares to the other three corners of the square.",False,0
360,e40b9e2f.json,"In the input, you should see a colored shape surrounded in black, with a different colored block on one corner.",The output grid size is the same as the input grid.,"To make the output, you have to turn each figure 90 degrees and copy the pattern, repeating to make a symmetrical pattern",True,0
177,746b3537.json,"In the input, you should see good sections",The output grid size grid size change to correctly,"To make the output, you have to output pattern set",True,1
177,746b3537.json,"In the input, you should see ayout excels at dividing a page into major regions or defining the relationship in terms of size, position, and layer, between parts of a control built from HTML primitives. Like tables, grid layout enables an author to align elements into columns and rows.see...",The output grid size yes the grid size 4x4 of input and should output of 1x1in size,"To make the output, you have to output grid create to draw and flood fill and color and copy -past",False,0
177,746b3537.json,"In the input, you should see three columns of two colored squares",The output grid size remains the same,"To make the output, you have to gray out border columns",False,0
177,746b3537.json,"In the input, you should see sections with a color pattern",The output grid size enough space for each color in the design,"To make the output, you have to .keep the pattern but only keep one set",True,0
198,834ec97d.json,"In the input, you should see Grid size stay the same instead with yellow.",The output grid size grid size is identical,"To make the output, you have to make identical grid. push the color piece down 1x. Make a line of yellow above the color piece. Skip the line to the right and left and repeat only yellow lines on every other space.",True,0
198,834ec97d.json,"In the input, you should see a single color box",The output grid size Same grid size,"To make the output, you have to need to fill the yellow color boxes above the given box. like the following pattern Y-0-Y-0-Y ( 0 refer- background color, Y - yellow) don't fill the yellow box below and side(both) of the given color box.",False,0
198,834ec97d.json,"In the input, you should see one square that's not yellow",The output grid size stays the same,"To make the output, you have to move the square that's not yellow down one space. Then create a yellow line above the square to the top of the grid. Next, leave a black column on both sides of the yellow. Then, make identical yellow columns using this pattern.",True,1
198,834ec97d.json,"In the input, you should see One colored square on a black grid.",The output grid size stays the same.,"To make the output, you have to Copy the grid over. Move the colored square down once on the grid to the square below it. Make a line of yellow squares on top of the the colored square or squares (depending on how big your grid is) you just shifted down all the way to the top of the grid.",False,0
78,39a8645d.json,"In the input, you should see smaller objects yellow blue pink and red with a black background",The output grid size the smaller size of the yellow and blue objects,"To make the output, you have to just change size to contain the yellow or light blue objects",True,0
78,39a8645d.json,"In the input, you should see background",The output grid size pattern,"To make the output, you have to successfully",True,0
78,39a8645d.json,"In the input, you should see a few different kinds of 3x3 shape. Each kind should have a unique shape and color. There may be multiple copies of each kind.",The output grid size is 3x3,"To make the output, you have to count the number of copies of each shape. Zoom in on the shape with the most copies.",True,1
78,39a8645d.json,"In the input, you should see I want to see the grid",The output grid size 3*3 grid,"To make the output, you have to .zoom the size",False,0
78,39a8645d.json,"In the input, you should see in a black background, patterns created within 3x3 grid.",The output grid size should be 3x3.,"To make the output, you have to create a pattern same as the original one, but only for the light blue and yellow colored patterns.",True,0
120,5117e062.json,"In the input, you should see a light blue dot surrounded by another color block",The output grid size is the same as the color block surrounding the light blue dot,"To make the output, you have to replace the light blue color with the color that surround it.",True,1
120,5117e062.json,"In the input, you should see different shapes, one of which contain a light blue dot.",The output grid size must match the size of the shape with the blue dot.,"To make the output, you have to copy the shape with the light blue dot but replace the light blue dot with the shape color.",True,4
97,4347f46a.json,"In the input, you should see different colored squares",The output grid size same size,"To make the output, you have to make black squares in the square",True,1
97,4347f46a.json,"In the input, you should see colored rectangular shapes on a black background",The output grid size is the same as the input grid size,"To make the output, you have to replace all colored blocks inside the rectangular shapes with black so there is only a colored outline of the shapes",True,3
97,4347f46a.json,"In the input, you should see different color squares with a black background",The output grid size stay the same,"To make the output, you have to remove the center of the blocks with black and have a single block wide line for each square.",True,1
209,8be77c9e.json,"In the input, you should see a 3x3 grid with blue squares",The output grid size will change to a 3x6 grid,"To make the output, you have to copy the input grid into the top of the new output grid. Then you will turn the input grid upside down and copy it in the bottom of the output grid. This will create a mirror image (top to bottom)",True,0
209,8be77c9e.json,"In the input, you should see filled",The output grid size height,"To make the output, you have to original",False,0
209,8be77c9e.json,"In the input, you should see blue squares",The output grid size double of the input size,"To make the output, you have to take input of the black and blue squares and reflect them under each other as opposites but the same pattern.",False,0
209,8be77c9e.json,"In the input, you should see a 3x3 grid. some of the squares are filled with blue, and the rest are filled with black.",The output grid size the height would be double the input and the width would remain the same. It will be a 3x6 grid.,"To make the output, you have to fill the top of the grid with the same as original. And fill the bottom of the grid with a mirror image of the original.",True,1
209,8be77c9e.json,"In the input, you should see 3x3 grid with some squares filled with the same color and the rest filled with black",The output grid size double the height of the input grid and the same width as the input grid,"To make the output, you have to mirror the grid on the new grid",True,1
136,5c2c9af4.json,"In the input, you should see three dots of one color",The output grid size copy and paste the input,"To make the output, you have to use the two outer dots to form a square around the dot in the middle, then continue making squares surrounding the last square you created until you can not make any more (do not stop when you can not get an entire square inside the black background, even if you have enough room to make one line and the rest of the square would be outside of the black background then make that line). The amount of black space between each box should be the same width as the first square you created (so if the first box width of 2, make them all a width of 2)",True,1
136,5c2c9af4.json,"In the input, you should see 3 square green",The output grid size 7 square red,"To make the output, you have to 6 square light",False,0
136,5c2c9af4.json,"In the input, you should see box shapes",The output grid size color are different,"To make the output, you have to .yes want work",False,0
136,5c2c9af4.json,"In the input, you should see three random squares of color.",The output grid size is the same for both input and output.,"To make the output, you have to create squares of color equally distant from each other.",False,0
136,5c2c9af4.json,"In the input, you should see box shapes",The output grid size color are different,"To make the output, you have to .yes want work",False,0
136,5c2c9af4.json,"In the input, you should see 3 small image",The output grid size the same as the input,"To make the output, you have to fill in the small image all over",False,0
81,3ac3eb23.json,"In the input, you should see two colors of boxes",The output grid size is the same,"To make the output, you have to alternatively boxes going down fill in colors",True,0
81,3ac3eb23.json,"In the input, you should see a color box or two in the grid",The output grid size is the same,"To make the output, you have to put a space in between each color going down. Then do the same on both sides of that line except skip the first box and leave it black. Do the same for the other if there is another color box.",True,0
81,3ac3eb23.json,"In the input, you should see either one or two colored squares at the top of the grid. The rest should be all black.",The output grid size is the same as the input grid.,"To make the output, you have to take each color and think of it as a 3 column checkerboard. For each color included, you need to go down and put that color in the opposite spot of the last row. For example, if the color is in the center on the first row, the second row would have color in column one and three. The next row would go back to color in column 2, and so on.",True,0
